filename,left_sensor,top_sensor,right_sensor,position,left_total,top_name,top_noodle,top_veggie,top_meat,top_total,right_total
2020_02_18-fried_noodles-57.jpg,48,208,0,top,0,fried_noodles,183,57,28,268,0
2020_02_18-fried_noodles-58.jpg,24,227,0,top,0,fried_noodles,183,57,28,268,0
2020_02_18-fried_noodles-59.jpg,0,216,10,top,0,fried_noodles,183,57,28,268,0
2020_02_18-fried_noodles-60.jpg,6,199,10,top,0,fried_noodles,183,57,28,268,0
2020_02_18-fried_noodles-61.jpg,4,226,7,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-62.jpg,18,231,0,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-63.jpg,25,231,0,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-64.jpg,8,239,0,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-65.jpg,0,244,45,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-66.jpg,0,250,5,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-67.jpg,0,250,0,top,0,fried_noodles,183,78,28,289,0
2020_02_18-fried_noodles-68.jpg,0,253,3,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-69.jpg,0,261,30,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-70.jpg,0,247,12,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-71.jpg,0,268,17,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-72.jpg,30,231,0,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-73.jpg,14,260,0,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-74.jpg,0,249,10,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-75.jpg,3,233,15,top,0,fried_noodles,183,78,45,306,0
2020_02_18-fried_noodles-76.jpg,9,270,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-77.jpg,0,269,8,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-78.jpg,45,270,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-79.jpg,6,255,12,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-80.jpg,32,277,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-81.jpg,0,271,4,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-82.jpg,12,284,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-83.jpg,29,255,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-84.jpg,28,265,0,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-85.jpg,2,271,2,top,0,fried_noodles,183,101,45,329,0
2020_02_18-fried_noodles-86.jpg,0,284,35,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-87.jpg,12,303,0,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-88.jpg,6,315,0,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-89.jpg,0,298,48,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-90.jpg,79,301,0,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-91.jpg,0,328,0,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-92.jpg,49,295,0,top,0,fried_noodles,216,101,45,362,0
2020_02_18-fried_noodles-93.jpg,0,377,18,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-94.jpg,18,361,0,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-95.jpg,0,343,17,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-96.jpg,76,353,0,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-97.jpg,35,359,0,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-98.jpg,49,347,0,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-99.jpg,8,357,0,top,0,fried_noodles,268,101,45,414,0
2020_02_18-fried_noodles-100.jpg,41,351,0,top,0,fried_noodles,268,101,45,414,0
2020_03_03-fried_noodles-1.jpg,0,5,2,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-2.jpg,1,3,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-3.jpg,0,3,2,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-4.jpg,0,3,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-5.jpg,1,4,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-6.jpg,0,4,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-7.jpg,0,2,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-8.jpg,0,1,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-9.jpg,1,3,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-10.jpg,1,5,0,top,0,fried_noodles,0,4,0,4,0
2020_03_03-fried_noodles-11.jpg,2,12,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-12.jpg,0,13,3,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-13.jpg,4,13,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-14.jpg,2,10,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-15.jpg,4,9,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-16.jpg,5,11,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-17.jpg,0,8,5,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-18.jpg,0,15,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-19.jpg,0,10,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-20.jpg,1,10,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-21.jpg,4,11,0,top,0,fried_noodles,0,14,0,14,0
2020_03_03-fried_noodles-22.jpg,4,11,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-23.jpg,6,15,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-24.jpg,2,11,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-25.jpg,2,10,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-26.jpg,3,11,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-27.jpg,7,11,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-28.jpg,7,14,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-29.jpg,4,9,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-30.jpg,5,11,0,top,0,fried_noodles,0,17,0,17,0
2020_03_03-fried_noodles-31.jpg,4,14,0,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-32.jpg,0,17,1,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-33.jpg,10,17,0,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-34.jpg,1,19,2,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-35.jpg,0,20,0,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-36.jpg,9,18,0,top,0,fried_noodles,0,23,0,23,0
2020_03_03-fried_noodles-37.jpg,11,25,0,top,0,fried_noodles,0,33,0,33,0
2020_03_03-fried_noodles-38.jpg,2,27,0,top,0,fried_noodles,0,33,0,33,0
2020_03_03-fried_noodles-39.jpg,9,23,0,top,0,fried_noodles,0,33,0,33,0
2020_03_03-fried_noodles-40.jpg,2,28,0,top,0,fried_noodles,0,33,0,33,0
2020_03_03-fried_noodles-41.jpg,7,34,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-42.jpg,0,39,7,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-43.jpg,8,31,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-44.jpg,0,35,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-45.jpg,4,35,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-46.jpg,0,35,4,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-47.jpg,4,32,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-48.jpg,15,33,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-49.jpg,0,34,7,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-50.jpg,12,38,0,top,0,fried_noodles,0,41,0,41,0
2020_03_03-fried_noodles-51.jpg,10,43,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-52.jpg,12,39,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-53.jpg,2,39,3,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-54.jpg,3,43,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-55.jpg,7,39,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-56.jpg,4,39,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-57.jpg,0,40,4,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-58.jpg,0,41,5,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-59.jpg,3,38,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-60.jpg,4,37,0,top,0,fried_noodles,0,46,0,46,0
2020_03_03-fried_noodles-61.jpg,3,42,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-62.jpg,16,40,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-63.jpg,6,41,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-64.jpg,7,42,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-65.jpg,0,46,3,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-66.jpg,6,42,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-67.jpg,5,40,0,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-68.jpg,0,42,6,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-69.jpg,0,43,10,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-70.jpg,0,45,6,top,0,fried_noodles,0,50,0,50,0
2020_03_03-fried_noodles-71.jpg,0,47,5,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-72.jpg,12,49,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-73.jpg,0,42,9,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-74.jpg,9,47,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-75.jpg,10,47,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-76.jpg,0,50,2,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-77.jpg,1,44,2,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-78.jpg,2,50,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-79.jpg,1,48,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-80.jpg,3,50,0,top,0,fried_noodles,0,55,0,55,0
2020_03_03-fried_noodles-81.jpg,6,62,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-82.jpg,6,58,4,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-83.jpg,22,62,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-84.jpg,2,63,3,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-85.jpg,9,60,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-86.jpg,2,71,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-87.jpg,14,62,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-88.jpg,9,63,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-89.jpg,0,63,8,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-90.jpg,12,58,0,top,0,fried_noodles,20,55,0,75,0
2020_03_03-fried_noodles-91.jpg,10,51,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-92.jpg,9,55,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-93.jpg,15,57,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-94.jpg,4,57,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-95.jpg,22,54,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-96.jpg,12,57,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-97.jpg,10,55,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-98.jpg,0,51,12,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-99.jpg,10,54,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-100.jpg,5,72,0,top,0,fried_noodles,20,48,0,68,0
2020_03_03-fried_noodles-101.jpg,5,54,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-102.jpg,5,46,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-103.jpg,12,50,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-104.jpg,16,45,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-105.jpg,2,50,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-106.jpg,17,43,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-107.jpg,11,43,0,top,0,fried_noodles,20,35,0,55,0
2020_03_03-fried_noodles-108.jpg,7,34,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-109.jpg,10,31,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-110.jpg,2,41,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-111.jpg,4,35,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-112.jpg,1,33,4,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-113.jpg,5,34,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-114.jpg,4,40,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-115.jpg,1,37,0,top,0,fried_noodles,20,25,0,45,0
2020_03_03-fried_noodles-116.jpg,4,50,0,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-117.jpg,16,50,0,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-118.jpg,0,53,0,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-119.jpg,12,49,0,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-120.jpg,0,50,13,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-121.jpg,5,55,0,top,0,fried_noodles,34,25,0,59,0
2020_03_03-fried_noodles-122.jpg,6,60,0,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-123.jpg,9,48,0,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-124.jpg,15,53,0,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-125.jpg,0,50,9,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-126.jpg,2,57,0,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-127.jpg,5,61,0,top,0,fried_noodles,34,31,0,65,0
2020_03_03-fried_noodles-128.jpg,6,67,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-129.jpg,13,63,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-130.jpg,0,64,8,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-131.jpg,0,59,3,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-132.jpg,0,63,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-133.jpg,0,62,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-134.jpg,7,60,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-135.jpg,10,58,0,top,0,fried_noodles,34,36,0,70,0
2020_03_03-fried_noodles-136.jpg,12,63,0,top,0,fried_noodles,34,42,0,76,0
2020_03_03-fried_noodles-137.jpg,22,56,0,top,0,fried_noodles,34,42,0,76,0
2020_03_03-fried_noodles-138.jpg,4,61,4,top,0,fried_noodles,34,42,0,76,0
2020_03_03-fried_noodles-139.jpg,1,60,5,top,0,fried_noodles,34,42,0,76,0
2020_03_03-fried_noodles-140.jpg,17,66,0,top,0,fried_noodles,34,42,0,76,0
2020_03_03-fried_noodles-141.jpg,20,76,0,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-142.jpg,13,78,0,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-143.jpg,0,68,4,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-144.jpg,2,65,7,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-145.jpg,7,66,0,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-146.jpg,0,74,23,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-147.jpg,0,86,0,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-148.jpg,0,70,15,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-149.jpg,0,72,4,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-150.jpg,0,74,7,top,0,fried_noodles,34,49,0,83,0
2020_03_03-fried_noodles-151.jpg,0,78,4,top,0,fried_noodles,34,53,0,87,0
2020_03_03-fried_noodles-152.jpg,26,67,0,top,0,fried_noodles,34,53,0,87,0
2020_03_03-fried_noodles-153.jpg,0,67,13,top,0,fried_noodles,34,53,0,87,0
2020_03_03-fried_noodles-154.jpg,5,69,4,top,0,fried_noodles,34,53,0,87,0
2020_03_03-fried_noodles-155.jpg,13,67,0,top,0,fried_noodles,34,53,0,87,0
2020_03_03-fried_noodles-156.jpg,15,86,0,top,0,fried_noodles,54,53,0,107,0
2020_03_03-fried_noodles-157.jpg,12,90,0,top,0,fried_noodles,54,53,0,107,0
2020_03_03-fried_noodles-158.jpg,7,97,0,top,0,fried_noodles,54,53,0,107,0
2020_03_03-fried_noodles-159.jpg,0,88,21,top,0,fried_noodles,54,53,0,107,0
2020_03_03-fried_noodles-160.jpg,2,86,11,top,0,fried_noodles,54,53,0,107,0
2020_03_03-fried_noodles-161.jpg,4,74,11,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-162.jpg,24,86,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-163.jpg,11,83,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-164.jpg,0,95,3,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-165.jpg,9,83,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-166.jpg,18,84,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-167.jpg,7,86,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-168.jpg,12,86,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-169.jpg,11,80,0,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-170.jpg,14,71,4,top,0,fried_noodles,54,46,0,100,0
2020_03_03-fried_noodles-171.jpg,18,96,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-172.jpg,0,93,21,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-173.jpg,6,96,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-174.jpg,6,103,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-175.jpg,0,94,7,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-176.jpg,22,102,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-177.jpg,0,93,10,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-178.jpg,7,97,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-179.jpg,14,105,0,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-180.jpg,1,89,11,top,0,fried_noodles,65,46,0,111,0
2020_03_03-fried_noodles-181.jpg,2,116,10,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-182.jpg,5,116,9,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-183.jpg,17,123,0,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-184.jpg,0,129,4,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-185.jpg,4,121,0,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-186.jpg,28,127,0,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-187.jpg,8,117,2,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-188.jpg,42,123,0,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-189.jpg,14,112,1,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-190.jpg,0,118,32,top,0,fried_noodles,93,46,0,139,0
2020_03_03-fried_noodles-191.jpg,0,132,46,top,0,fried_noodles,93,55,0,148,0
2020_03_03-fried_noodles-192.jpg,30,133,0,top,0,fried_noodles,93,55,0,148,0
2020_03_03-fried_noodles-193.jpg,23,140,0,top,0,fried_noodles,93,55,0,148,0
2020_03_03-fried_noodles-194.jpg,0,130,30,top,0,fried_noodles,93,55,0,148,0
2020_03_03-fried_noodles-195.jpg,0,131,5,top,0,fried_noodles,93,55,0,148,0
